,Unnamed: 0,url,title,date,summary,Dates,Date Close Price (n),Next Day Close Price (n+1),Difference in Price (n+1) - (n),Percentage of Difference to Close Price,Label,Specialized Yield,General Yield,Summary Length,Content Yield,Weighted Impact Factor
1236,2321,https://finance.yahoo.com/m/a1970c64-83db-3d3e-af60-68ebbff71c81/key-aspects-to-look-for-in.html?.tsrc=rss,Key Aspects to Look for in Appleâs Q3 Results Today,2019-07-30,Apple (AAPL) plans to declare its results for the third quarter of fiscal 2019 after the market closes today.,2019-07-30,208.78,213.04,4.26,0.020404253,Buy,1,2,19,4,21.052631578947366
1238,2323,https://finance.yahoo.com/m/1ea569ee-cc5f-3789-b4c5-d8e45e0995a0/headwinds-grow-ahead-of-apple.html?.tsrc=rss,Headwinds Grow Ahead of Apple Earnings,2019-07-30,Apple stock has rallied back to resistance after a 20% second quarter decline and could sell off after this week's report.,2019-07-30,208.78,213.04,4.26,0.020404253,Buy,1,2,21,4,19.047619047619047
1239,2324,https://finance.yahoo.com/news/us-stocks-wall-st-set-130619288.html?.tsrc=rss,"US STOCKS-Wall St set to open lower as focus shifts to Fed meeting, Apple earnings",2019-07-30,"Wall Street's main indexes were set to open lower on Tuesday, as worries about the scale of consensus at the Federal Reserve in favor of deeper cuts in interest rates ate into the positive sentiment that drove markets to record highs last week. Initial price action pointed to losses of 0.4%-0.5% for the Dow Industrials and S&P 500, and a over a half percent fall for the Nasdaq, which included a dip in shares in Apple Inc ahead of its quarterly results later in the day.",2019-07-30,208.78,213.04,4.26,0.020404253,Buy,1,9,86,11,12.790697674418606
1240,2325,https://finance.yahoo.com/news/apple-offers-augmented-reality-art-123000178.html?.tsrc=rss,Apple Offers New Augmented Reality Art Sessions,2019-07-30,"AppleÂ® today opened registration for a series of new art-based Today at AppleÂ® augmented reality (AR) experiences, called [AR]T, offered at Apple Stores around the world.  The three new sessions include an interactive walk featuring works by some of the worldâs premier contemporary artists, an in-store session that teaches the basics of creating AR using Swift Playgroundsâ¢ and an AR art installation viewable in every Apple StoreÂ® worldwide.",2019-07-30,208.78,213.04,4.26,0.020404253,Buy,2,0,69,4,5.797101449275362
1241,2326,https://finance.yahoo.com/news/futures-drop-eyes-shift-fed-121801561.html?.tsrc=rss,U.S.-China trade concerns push Wall Street lower; Fed meeting eyed,2019-07-30,"Apple Inc's <AAPL.O> results after markets close will paint a clear picture of the impact of trade tensions with China.  ""Investors are very concerned about how weak Apple's Chinese business will do,"" said Tony Roth, chief investment officer at Wilmington Trust in Wilmington, Delaware.  As trade talks between the world's two biggest economies resumed on Tuesday, Trump warned China against trying to wait out his first term in office to finalize a deal.",2019-07-30,208.78,213.04,4.26,0.020404253,Buy,1,5,75,7,9.333333333333334
1242,2327,https://finance.yahoo.com/news/apple-other-tech-giants-set-121212693.html?.tsrc=rss,Apple & Other Tech Giants Set to Beat Earnings This Season,2019-07-30,"All eyes are on Apple's earnings after Tuesday's close. After all, the iPhone maker contributes more than 12% to the tech sector's total earnings.",2019-07-30,208.78,213.04,4.26,0.020404253,Buy,1,2,24,4,16.666666666666664
1243,2328,https://finance.yahoo.com/news/us-stocks-futures-drop-eyes-115236743.html?.tsrc=rss,"US STOCKS-Futures drop as eyes shift to Fed meeting, Apple earnings",2019-07-30,"US STOCKS-Futures drop as eyes shift to Fed meeting, Apple earnings",2019-07-30,208.78,213.04,4.26,0.020404253,Buy,1,1,11,3,27.27272727272727
1244,2329,https://finance.yahoo.com/m/b14a5288-f573-336d-9cf3-8af71807e2c3/dow-jones-futures%3A-beyond.html?.tsrc=rss,Dow Jones Futures: Beyond Meat Leads 5 Key Movers; Apple Earnings Loom,2019-07-30,"Dow Jones futures: Beyond Meat stock dived late on mixed results and a share offering. RingCentral, Chegg rallied on earnings after closing in buy range. Apple earnings are on tap.",2019-07-30,208.78,213.04,4.26,0.020404253,Buy,1,5,30,7,23.333333333333332
1245,2330,https://finance.yahoo.com/m/35642304-ace5-3b02-990d-2b629f767d7e/apple-earnings%3A-it-looks-like.html?.tsrc=rss,"Apple earnings: It looks like 2016 again, and that is not a good thing",2019-07-30,"For Apple Inc., it could be 2016 all over again.  The iPhone makerâs revenue declined in each of the first two quarters of this fiscal year, and itâs possible the company could record another drop when Apple  (AAPL)Â reports fiscal third-quarter earnings Tuesday, with forecasts calling for basically flat sales from a year ago.  Consensus figures currently model a substantial sales drop for the September quarter, and a decline of more than $9 billion for the full fiscal year, more than 3%.",2019-07-30,208.78,213.04,4.26,0.020404253,Buy,3,6,84,12,14.285714285714285
1247,2332,https://finance.yahoo.com/news/ubs-gives-apple-price-target-112522326.html?.tsrc=rss,UBS Gives Apple Price Target Boost Ahead of Earnings,2019-07-30,"As its July 30 third quarter earnings release approaches, investors are going to be watching Apple Inc. (AAPL) like a hawk. While Q2 revenue dropped 5% year-over-year, the Street is predicting revenue growth to return this quarter. On July 29, five-star analyst, Timothy Arcuri, expressed his confidence in AAPLâs ability to rebound. The UBS analyst maintained his Buy rating while raising his price target from $225 to $235, suggesting 12% upside potential. Is this enough to convince investors that Apple is a Buy? Q3 Expectations According to consensus estimates, AAPL should return to revenue growth in Q3. However, the growth is only expected to be slight. Total revenue could reach $53.4 billion, an increase from $53.3 billion in the prior-year quarter. EPS is expected to be $2.10, down from the year-ago quarterâs $2.34.  Will iPhones Sales Recover?As iPhone sales make up half of its revenue, AAPL needs to narrow the 17% decline it reported in Q2 in order to meet the Streetâs expectations. The decrease was largely attributed to declining iPhone sales in China. The phone is also not cheap, with most iPhone users choosing not to upgrade until substantial changes are made. However, Apple is hoping to turn things around with its 5G iPhones that are on track to be released in 2020. After the company settled its legal dispute with Qualcomm, Inc. (QCOM) in April, it got access to QCOMâs modem chips that will allow AAPL to produce the 5G phones. On July 25, it was announced that AAPL will acquire the majority of Intel Corporationâs (INTC) smartphone modem business to eliminate its dependence on QCOMâs chips.Â  Arcuri remains unfazed by the iPhone sales decline. âEven if this year is subdued, it only sets up for a stronger 5G cycle in 2020 (at least two models). Apple has traded with the market in the recent weeks, but July/Aug are historically the best months to buy for three-month return,â he said. Another analyst, Samik Chatterjee, reiterated his Buy rating and $239 price target, suggesting 14% upside. âWe expect better earnings relative to consensus expectations, led by better revenue (consensus $53.3 bn) predicated on iPhone volume estimate of 37.5 mn units,â he said on July 29.  Does AAPLâs Product Diversification Make Up For Slow iPhone Sales?Some investors believe that Appleâs diverse product offerings will continue to drive growth in spite of slowed iPhone sales. In its second quarter, revenue from the wearables, home and accessories segment was up 30% year-over-year. Specifically, its AirPods, Apple Watch and Beats products sales jumped almost 50% year-over-year. CEO Tim Cook said, âThis business is now about the size of a Fortune 200 company, an amazing statistic when you consider it's only been four years since we delivered the very first Apple Watch.âApple is also adding new services to its product pipeline including a TV streaming service, a credit card, a subscription based cloud gaming service and a news subscription service. Its news service was already released in March, while the others should all be launched by Fall 2019. Top financial blogger, Brad Moon, argues, âThe plateauing of the actual iPhone is forcing Apple to address a weakness that most anyone outside the analyst community didn't care much about while iPhone sales were going ga-ga: Apple is/was too reliant on a single product. Over the past few years, however, Apple has put more of its focus into improving its current products, widening its services and developing new technologies. Apple now has a stable of offerings that, when lumped together, may eventually boost revenues and profits past where they were at peak iPhone, all while insulating the company from weakness in any one division.â  Some Analyst Still Have DoubtsHowever, some analysts donât agree that Appleâs wearables and new services will add enough to earnings to make up for the pre-5G iPhone lull.Nomura analyst Jeff Kvaal says, âChina gaming recovery has not lifted App Store growth. Our Sensor Tower analysis indicates China gaming growth has recovered from the 2018 freeze on new game approvals, though gaming growth outside China has slowed. We believe App Store growth overall remains 15% to 18%; we model total Services growth similar to consensus of 16% to 17%.â On July 19, he reiterated his Hold rating and $180 price target, indicating 14% downside.  The Bottom LineThe Street is cautiously optimistic on AAPL. It has a âModerate Buyâ analyst consensus and an average price target of $216, suggesting 3% upside potential.",2019-07-30,208.78,213.04,4.26,0.020404253,Buy,21,69,742,111,14.959568733153638
1248,2333,https://finance.yahoo.com/news/mike-khouw-sees-unusual-options-111043858.html?.tsrc=rss,Mike Khouw Sees Unusual Options Activity In Apple,2019-07-30,"Mike Khouw spoke on CNBC's ""Options Action"" about unusually high options activity in Apple Inc. (NASDAQ: AAPL ) ahead of earnings. The company is going to report on TuesdayÂ after the market closes. ...",2019-07-30,208.78,213.04,4.26,0.020404253,Buy,1,3,33,5,15.151515151515152
1249,2334,https://finance.yahoo.com/m/8a88c873-9baf-3229-b600-382cd2aee1c8/what%26%2339%3Bs-the-impact-of.html?.tsrc=rss,What's the Impact of Apple's Intel Deal on Its 5G Plan?,2019-07-30,"Apple's  acquisition of Intel's  modem business is a clear signal that Apple is looking forward to a 5G future.  A week before their anticipated earnings, after Tuesday's market close, Apple signed an agreement to acquire for $1 billion the majority of Intel's smartphone modem business, adding thousands of Intel employees, as well as the company's IP and patents.  ""We've worked with Intel for many years and know this team shares Apple's passion for designing technologies that deliver the world's best experiences for our users,"" said Johny Srouji, Apple's senior vice president of Hardware Technologies.",2019-07-30,208.78,213.04,4.26,0.020404253,Buy,2,3,98,7,7.142857142857142
1251,2336,https://finance.yahoo.com/news/apple-inc-nasdaq-aapl-set-095946932.html?.tsrc=rss,Apple Inc. (NASDAQ:AAPL): Set To Experience A Decrease In Earnings?,2019-07-30,"Looking at Apple Inc.'s (NASDAQ:AAPL) earnings update in March 2019, analyst consensus outlook seem pessimistic, with...",2019-07-30,208.78,213.04,4.26,0.020404253,Buy,1,2,16,4,25.0
1252,2337,https://finance.yahoo.com/m/59453fe2-7071-3a4d-829d-1715f821f47f/what-to-expect-ahead-of.html?.tsrc=rss,What to Expect Ahead of All-Important Apple Earnings,2019-07-30,"Apple  , a stock at the center of many market headlines, is set to release its fiscal third-quarter earnings after the market close on Tuesday and investors must take note.  Aside from the Fed decision, Apple's earnings could be the biggest market news for investors across the market this week.  Shares of the Cupertino, California-based smartphone and services company have slid slightly in early Tuesday trading.",2019-07-30,208.78,213.04,4.26,0.020404253,Buy,1,12,69,14,20.28985507246377
1253,2338,https://finance.yahoo.com/m/77989771-1356-33d7-90ac-4bed003cdfb8/apple-charts-hint-we-may-see.html?.tsrc=rss,Apple Charts Hint We May See an Earnings Day Reversal in Its Shares,2019-07-30,Apple Inc. is trading lower in pre-market activity Tuesday. It is the Stock of the Day on Real Money as everyone in the investing community is waiting for its earnings to be announced here on Tuesday after the close.,2019-07-30,208.78,213.04,4.26,0.020404253,Buy,1,3,39,5,12.82051282051282
1254,2339,https://finance.yahoo.com/m/e3165b37-09cb-3b5d-829c-6f1bd41b41e3/the-upside-for-skyworks.html?.tsrc=rss,The Upside for Skyworks Solutions Lies in Their Guidance,2019-07-30,"With all the negative chatter around Apple's  iPhone growth virtually disappearing, I believe the expectations for Skyworks are muted this quarter, but if the company can shed any light on anticipated demand in the forthcoming 5G iPhone cycle, it could be a plus for both Apple and Skyworks.  The price action on the daily chart appears to favor that thesis as well.  The current setup is one of my favorite patterns: the cup and handle pattern.",2019-07-30,208.78,213.04,4.26,0.020404253,Buy,3,4,79,10,12.658227848101266
1255,2340,https://finance.yahoo.com/news/3d-hero-saved-sony-081242293.html?.tsrc=rss,The 3-D Hero That Saved Sony,2019-07-30,"(Bloomberg Opinion) -- Smartphone makers are so desperate to lure unenthusiastic shoppers that theyâre throwing all sorts ofÂ novelties into their gadgets. Just witness Samsung Electronics Co.âsÂ bumbling attempt to bring out a foldable device.But as long as the likes of Apple Inc. and Huawei Technologies Co. keep this up, manufacturers of that âwow factorâÂ technology can make a pretty penny.Sony Corp. just posted operating income that beat estimates by around 30%, largely thanks to the division that makes 3D sensors for smartphone cameras.While the Japanese company is best known for itsÂ games, musicÂ and movies,Â itâs the imaging and sensors unit that outshone all others.Â Earnings for the business shot up 70% from a year earlier, the largest percentage increase for any of the companyâs divisions.Â Back in December, Sony executiveÂ Satoshi Yoshihara foreshadowed an increase in output of 3D sensors, a subset of the various image sensors that the company offers. Since then, Huawei has been reported to choose Sony imaging components for both its Honor 20 Pro and Mate P30 handsets.Â Apple also showed interest in the companyâs 3D sensors, according to Bloomberg News.Â This desperation to be fresh could be a welcome development for Sony. ItsÂ games division is looking weaker â the company just trimmed the unitâs full-year sales forecast âÂ so executives will be relying more heavily on smartphone makers.Â Apple and Huawei may be hoping that augmented reality and 3D give their devices just enough zing to convince folks to part with their money. For now, focusing on sensors could be Sonyâs sharpest strategy.Â To contact the author of this story: Tim Culpan at tculpan1@bloomberg.netTo contact the editor responsible for this story: Rachel Rosenthal at rrosenthal21@bloomberg.netThis column does not necessarily reflect the opinion of the editorial board or Bloomberg LP and its owners.Tim Culpan is a Bloomberg Opinion columnist covering technology. He previously covered technology for Bloomberg News.For more articles like this, please visit us at bloomberg.com/opinionÂ©2019 Bloomberg L.P.",2019-07-30,208.78,213.04,4.26,0.020404253,Buy,5,8,311,18,5.787781350482315
1256,2341,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/jxyCgKVZe8w/apple-returns-to-growth-as-wearables-revenue-soars-cm1186987,Apple Returns to Growth as Wearables Revenue Soars,2019-07-29,On Tuesday afternoon Apple NASDAQ AAPL proved to investors it isn t stuck in a cycle of declining revenue After reporting a 5 year over year decline in revenue in fiscal Q2 it returned to top line growth in its fiscal third quarter as services revenue hit a record high,2019-07-29,209.68,208.78,-0.9,-0.004292255,Don't move,1,7,50,9,18.0
1257,2342,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/SRZDkrrFlTY/apple-returns-to-growth-as-wearables-revenue-soars-cm1186987,Apple Returns to Growth as Wearables Revenue Soars,2019-07-29,On Tuesday afternoon Apple NASDAQ AAPL proved to investors it isn t stuck in a cycle of declining revenue After reporting a 5 year over year decline in revenue in fiscal Q2 it returned to top line growth in its fiscal third quarter as services revenue hit a record high,2019-07-29,209.68,208.78,-0.9,-0.004292255,Don't move,1,7,50,9,18.0
1258,2343,https://finance.yahoo.com/video/apple-wont-taking-many-wild-232841584.html?.tsrc=rss,"Apple Won't Be Taking as Many Wild Gambles in the Future, Om Malik Says",2019-07-29,"Jul.30 -- Om Malik, True Ventures partner, discusses Apple Inc.'s third-quarter performance and outlook with Bloomberg's Emily Chang on &quot;Bloomberg Technology.&quot;",2019-07-29,209.68,208.78,-0.9,-0.004292255,Don't move,1,2,21,4,19.047619047619047
1260,2345,https://finance.yahoo.com/news/apple-reassures-investors-gets-hit-230821110.html?.tsrc=rss,"Apple Reassures Investors, Gets Hit With Privacy Scandal",2019-07-29,"Ahead of its third fiscal quarter, Apple has been seeking to reassure investors that it has everything under control, but now it might have a privacy scandal to deal with. Earn It After an initially rough year, Apple is growing again, and was up by 1% versus this time last year, with overall revenue sitting at $53.8 billion. Phone Home Apple is going out of its way to make sure investors know that Apple knows it has a bit of an iPhone problem. Sales for the iPhone have dropped off in recent years, as more and more consumers are content to hold onto their old phones rather than upgrade every time Apple drops a new model. To try to combat this cooling off, Apple began trade-in programs and offering financing for new iPhones. These efforts, analysts say, helped reduce the decline in iPhone sales to 11% from a 16% drop. Apple also plans to introduce three new iPhones this year, one with a triple-rear camera and two with double-rear cameras, though at more than a $1,000 each analysts arenât sure theyâll be hot sellers. Apple also remains bullish about its upcoming streaming television service. Private Parts Apple likes to boast about its reputation for privacy, especially as compared to Google or Facebook. In January, it bought a billboard at the Consumer Electronics Show in Las Vegas, declaring that âwhat happens on your iPhone stays on your iPhoneâ. But now news has broken that, just like with Google Assistants, Apple has contractors listen to recordings captured by Siri. The contractors transcribe a small portion of Siriâs recordings to fine tune the device, but reportedly these recordings often feature sensetive information or couples having sex, because Siri was accidentally activated. -Michael Tedder Photo: REUTERS/SHANNON STAPLETON",2019-07-29,209.68,208.78,-0.9,-0.004292255,Don't move,14,11,293,39,13.310580204778159
1265,2445,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/UIwrCam98uk/apple-aapl-to-report-q3-earnings-whats-in-the-offing-cm1183067,Apple (AAPL) to Report Q3 Earnings: What's in the Offing?,2019-07-25,Apple AAPL 160 is set to report third quarter fiscal 2019 earnings on Jul 30 Notably the company beat the Zacks Consensus Estimate in the trailing four quarters the average positive surprise being 4 Apple s fortunes are tied to iPhone which is by far its biggest,2019-07-25,207.02,207.74,0.72,0.003477925,Don't move,3,2,47,8,17.02127659574468
1266,2446,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/A4Vsrq0BwqA/apple-aapl-to-report-q3-earnings-whats-in-the-offing-cm1183067,Apple (AAPL) to Report Q3 Earnings: What's in the Offing?,2019-07-25,Apple AAPL 160 is set to report third quarter fiscal 2019 earnings on Jul 30 Notably the company beat the Zacks Consensus Estimate in the trailing four quarters the average positive surprise being 4 Apple s fortunes are tied to iPhone which is by far its biggest,2019-07-25,207.02,207.74,0.72,0.003477925,Don't move,3,2,47,8,17.02127659574468
1267,2458,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/oL2uahrOSmg/how-1-trillion-plus-microsoft-still-has-momentum-cm1182813,How $1 Trillion-Plus Microsoft Still Has Momentum,2019-07-23,InvestorPlace Stock Market News Stock Advice amp Trading Tips Among technology companies Microsoft NASDAQ MSFT is considered mature Microsoft stock has a market value north of 1 trillion it pays a dividend a steadily rising one at that and the company went,2019-07-23,208.84,208.67,-0.17,-0.00081402,Don't move,2,8,42,12,28.57142857142857
1268,2459,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/R2KTGoeMZe4/wednesday-apple-rumors-iphone-gets-new-data-migration-feature-cm1182756,Wednesday Apple Rumors: iPhone Gets New Data Migration Feature,2019-07-23,InvestorPlace Stock Market News Stock Advice amp Trading Tips Leading the Apple 160 NASDAQ AAPL rumor mill today is news of a new feature for moving data Today we ll look at that and other Apple Rumors for Wednesday Source Shutterstock Data,2019-07-23,208.84,208.67,-0.17,-0.00081402,Don't move,2,3,42,7,16.666666666666664
1269,2460,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Dyi_npBWmA8/wednesday-apple-rumors-iphone-gets-new-data-migration-feature-cm1182756,Wednesday Apple Rumors: iPhone Gets New Data Migration Feature,2019-07-23,InvestorPlace Stock Market News Stock Advice amp Trading Tips Leading the Apple 160 NASDAQ AAPL rumor mill today is news of a new feature for moving data Today we ll look at that and other Apple Rumors for Wednesday Source Shutterstock Data,2019-07-23,208.84,208.67,-0.17,-0.00081402,Don't move,2,3,42,7,16.666666666666664
1271,2465,https://finance.yahoo.com/news/britain-savviest-investors-beating-brexit-040102134.html?.tsrc=rss,How Britainâs Savviest Investors Are Beating Brexit,2019-07-23,"(Bloomberg Opinion) -- Since the U.K. decided more than three years ago to leave the European Union, the nation's savviest investors have succeeded by putting their money where Brexit matters least.Uncertainty about the date of Britainâs departure (now pushed back to Oct. 31) and the terms of the divorce has meant purging the U.K. from their holdings or limiting them to investments traditionally impervious to man-made and natural disasters. Over 38 months, British sterling depreciated 16Â percent, the worst shrinkage for any similar period in 8Â years. The pound remains the poorest performer in the actively-traded foreign exchange market and inferior to the No. 3 euro.Europe's strongest major economy in the 21st century became a shadow of its former self, reversing two decades preceding the June 23, 2016 referendum when the U.K. outperformed the European Union in growth and investment. London's stock and bond markets similarly languished as laggards to world benchmarks, after beating them consistently in the 20 years prior to the decision to leave the EU, according to data compiled by Bloomberg.âIf I give myself some credit, I would say that we acted reasonably fast liquidating U.K. sharesâ in 2016, said Ben Rogoff, whose Polar Capital Technology Trust PLCÂ has been the most consistent winner out of the 212 British global funds with at least 1 billion pounds this year and during the past three years. His team's 114Â percent total return (income plus appreciation) was 22Â percentage points better than the Dow Jones World Technology Index, mostly because 68% of the fund is invested in the U.S., two-thirds of thatÂ in California companies, according to data compiled by Bloomberg. âIt's all about the Internet and where do you get exposed to the Internet? The U.S. and China,â Rogoff said last month during an interview at Bloomberg in London.While Rogoff reduced his holdings of three California tech powers during the past year âÂ Cupertino-based Apple Inc., Menlo Park-based Facebook and Santa Clara-based Advanced Micro Devices âÂ he acquired more shares in Shenzhen-based Tencent Holdings Ltd., Hangzhou-based Alibaba Group Holding Ltd., South Korea's Samsung Electronics Co. and Tokyo-based Yahoo Japan Corp., according to data compiled by Bloomberg.The 46-year-old graduate of St. Catherine's College, Oxford, became the lead manager of the trust in 2006, âand at that time,â he said, âthe U.K. weighting might have been 5% to 10%, so if you had already been backing away to the door, it's a lot easier to escape than if you built a career around being an expert in U.K. equities.â Since the Brexit referendum, he said, âThere's just been a complete buyers' strike of U.K. equities.âProof of such disdain comes with the crisis this year at the LF Woodford Equity Income Fund, Britain's most-prized investment when it was launched by star money manager Neil Woodford in 2014. The celebrated stock picker became even more prominent with his contrarian bullish stance on Brexit. The fund plummeted 31% during the past two years by holding a combination of large and small U.K. companies and has frozen redemptions indefinitely.âIt's symptomatic of a broader problem,â Bank of England Governor Mark Carney told reporters earlier this month. âOur sense is that the financial-stability risks are increasing.âOne U.K. investor whoâs successfully resisted the trend away from domestic stocks is Nick Train, who manages Finsbury Growth & Income Trust. It returned 61% the past three years â more than twice the FTSE All-Share Index benchmark âÂ as the most consistent one- and three-year performer among the 129 U.K.-based funds investing mostly in domestic stocks or bonds, according to data compiled by Bloomberg. Unlike Woodford, who doubled down on the British economy writ large, Train, a 60-year-old graduate of Queenâs College, Oxford, dramatically increased his holdings in consumer staples. These are the companies that make such essentials as food, beverages and household goods and can resist business cycles because their products always are in demand.Train, who declined to be interviewed, increased the consumer staples weighting relative to the benchmark to 27% from 23% in 2015 and he enhanced his holdings of Deerfield, Illinois-based Mondelez International Inc., which manufactures and markets packaged food products, and London-based Diageo PLC, the world's largest producer of spirits and beer, according to data compiled by Bloomberg.That's likely to be a safe bet as no one is counting on the British economy rebounding significantly from near the bottom of the EU while the uncertainty created by Brexit persists. âIf you take a long view, then this may well be a great time to be investing in U.K. equity,â said Rogoff. âThankfully, I don't have to make that binary call because there are very few U.K. companies I'm frankly interested in.â(Corrects location of Tencent Holdings headquarters in fifth paragraph of article published July 16.)&#92;--With assistance from Shin Pei, Richard Dunsford-White, Kateryna Hrynchak and Suzy Waite.To contact the author of this story: Matthew A. Winkler at mwinkler@bloomberg.netTo contact the editor responsible for this story: Jonathan Landman at jlandman4@bloomberg.netThis column does not necessarily reflect the opinion of the editorial board or Bloomberg LP and its owners.Matthew A. Winkler is a Bloomberg Opinion columnist. He is the editor-in-chief emeritus of Bloomberg News.For more articles like this, please visit us at bloomberg.com/opinionÂ©2019 Bloomberg L.P.",2019-07-23,208.84,208.67,-0.17,-0.00081402,Don't move,2,35,855,39,4.56140350877193
1274,2491,https://finance.yahoo.com/news/td-ameritrade-moves-one-step-113450050.html?.tsrc=rss,TD Ameritrade Moves One Step Closer Towards Making Trading Through Your Car Possible,2019-07-22,"TD Ameritrade (NASDAQ: AMTD) announced Monday several new integrations that will provide access to real-time quotes, portfolio information, and content from the TDA Network via Apple Inc (NASDAQ: AAPL) CarPlay, Alphabet Incâs (NASDAQ: GOOG) (NASDAQ: GOOGL) Android AutoÂ and Amazon.com Incâs (NASDAQ: AMZN) Echo Auto.",2019-07-22,207.22,208.84,1.62,0.007817778000000001,Don't move,1,0,44,2,4.545454545454546
1275,2492,https://finance.yahoo.com/m/7906b265-4813-32ed-953d-4d8b4bceb2a5/%5Bvideo%5Dtop-apple-analysts.html?.tsrc=rss,[video]Top Apple Analysts Disagree on Outlook as Earnings Approach,2019-07-22,"Morgan Stanley's channel checks show strength in Apple's iPhone shipments, while Alliance Bernstein lists reasons for caution.",2019-07-22,207.22,208.84,1.62,0.007817778000000001,Don't move,1,0,17,2,11.76470588235294
1276,2493,https://finance.yahoo.com/news/national-security-protectionism-keep-driving-104029104.html?.tsrc=rss,National Security as Protectionism Will Keep Driving Qualcomm Stock,2019-07-22,"Qualcomm (NASDAQ:QCOM) has gotten a break on its controversial policy of linking chip sales to its patents, which could move Qualcomm stock in the short term.  Click to EnlargeThe bump looks like a heartbeat on an EKG, a spike of $3.50 per share that came after the Department of Justice uttered the magic words &quot;national security&quot; in defense of what Judge Lucy Koh and the Federal Trade Commission have called an illegal monopoly.InvestorPlace - Stock Market News, Stock Advice & Trading TipsIn a friend of the court brief filed with the Court of Appeals for the 9th Circuit, Justice was joined by the Departments of Defense and Energy in arguing that Koh's decision threatens American leadership in a crucial sector of the global economy.The letter is unequivocal: &quot;Immediate implementation of the remedy could put our nation's security at risk, potentially undermining U.S. leadership in 5G technology and standard-setting, which is vital to military readiness and other critical national interests.&quot;  * 10 Tech Stocks That Are Still Worth Your Time (And Money) Despite the letter, and a column from our own Bret Kenwell calling this &quot;the perfect opportunity to profit from Qualcomm stock,&quot; shares fell steadily after the spike. They opened July 19 at about $74.40, $1.30 per share lower than before the DoJ letter came out. Qualcomm Stock and International TroublesOne reason was a $272 million fine the European Union levied against Qualcomm. This was for blocking a British modem chip maker named Icera, later bought by Nvidia (NASDAQ:NVDA) and closed, from the 3G baseband chip market a decade ago. Qualcomm calls the fine meritless.It's the second big EU fine in a year for Qualcomm, following a $1.1 billion levy over its treatment of Apple (NASDAQ:AAPL). Apple settled its legal argument with the San Diego company in May, sending the shares from the mid-50s to the mid-80s within a few days.Barclays (NYSE:BCS) analyst Blayne Curtis placed the Justice letter against the EU fine and dropped his rating on Qualcomm.The merit in the Justice Department's argument is nationalistic, not legal. It is a political letter. Questionable Tactics and QualcommQualcomm's tactics of &quot;no license, no chips&quot; have given it monopoly power as mobile operators and others begin spending big on 5G networking gear. Even Apple was forced to back down, seeing that Intel (NASDAQ:INTC) was too far behind Qualcomm to deliver a competitive design in a timely manner.But Qualcomm does face a potential rival in China's Huawei, called a big winner after Koh's decision . When the Apple case was still alive, in January, Qualcomm had reached an interim patent licensing deal with Huawei.The Koh decision, based on facts Apple gave the Federal Trade Commission, led veteran analyst Rob Enderle to say Huawei will now win the race to 5G, predicting the company will pivot to its own, proprietary designs and come back stronger, as Microsoft (NASDAQ:MSFT) did after its own antitrust fight.The argument is that Qualcomm CEO Steve Mollenkopf may be a son of a bitch, but he's our son of a bitch. The Bottom Line on Qualcomm stockKenwell's argument for Qualcomm stock is based on reading technical charts. Fundamentally he acknowledges the risk in Koh's decision and the European fines.But Qualcomm is now selling for less than four times its annual sales. Its dividend of 62 cents per share, well supported by earnings, represents a yield of 3.33%. That's better than what you get on a 30-year bond. This at a time when Adobe (NASDAQ:ADBE) is selling for over 15 times sales, without a dividend.If Qualcomm loses and must adjust its business practices, it's still going to win a big share of the 5G modem marketplace. If it wins, and the U.S. has now put its thumb on that scale, the stock is cheap.Dana Blankenhorn is a financial and technology journalist. He is the author of a new environmental story, Bridget O'Flynn and the Bear , available now at the Amazon Kindle store. Write him at danablankenhorn@gmail.com or follow him on Twitter at @danablankenhorn. As of this writing he owned shares in MSFT, AAPL, and NVDA. More From InvestorPlace  * 2 Toxic Pot Stocks You Should Avoid   * 10 Tech Stocks That Are Still Worth Your Time (And Money)   * 7 Marijuana Stocks With Critical Levels to Watch   * 7 of the Best Smart-Beta ETFs to Target Right Now The post National Security as Protectionism Will Keep Driving Qualcomm Stock appeared first on InvestorPlace.",2019-07-22,207.22,208.84,1.62,0.007817778000000001,Don't move,7,26,743,40,5.383580080753701
